COUNTRY,COUNTRY_CODE,GHE_CAUSE_TITLE,DEATHS_100K,MAX_DEATHS_100K_BY_CAUSE
Australia,AUS,Neonatal conditions,2.103926589,31.77244941
Australia,AUS,Non-migraine headache,0,0
Australia,AUS,Oesophagus cancer,5.927056227,16.83952307
Australia,AUS,Onchocerciasis,0,0
Australia,AUS,Oral conditions,0.151732804,0.176288737
Australia,AUS,Osteoarthritis,0.453557453,1.97226337
Australia,AUS,Other hearing loss,0.006368183,0.01766805
Australia,AUS,Other vision loss,0,0
Australia,AUS,Otitis media,0.019642248,0.0647961
Australia,AUS,Ovary cancer,3.97035017,7.735641458
Australia,AUS,Pancreas cancer,12.37073818,29.18270486
Australia,AUS,Pancreatitis,1.044978669,7.795042967
Australia,AUS,Paralytic ileus and intestinal obstruction,3.120220313,6.023236866
Australia,AUS,Parkinson disease,8.077152084,15.07710863
Australia,AUS,Peptic ulcer disease,1.089752512,8.158372951
Australia,AUS,Poisonings,0.133155484,3.821531654
Australia,AUS,Prostate cancer,14.94511729,26.12583342
Australia,AUS,Protein-energy malnutrition,0.457680382,7.3804624
Australia,AUS,Rabies,0,0.989662475
Australia,AUS,Rheumatic heart disease,1.502203815,9.216484452
Australia,AUS,Rheumatoid arthritis,0.903350944,2.061822582
Australia,AUS,Road injury,4.93839595,35.94117134
Australia,AUS,Schistosomiasis,0,0.271802269
Australia,AUS,Schizophrenia,0.251393835,1.110632972
Australia,AUS,Self-harm,12.49874648,28.57379107
Australia,AUS,Sickle cell disorders and trait,0,0.714383063
Australia,AUS,Skin diseases,2.3505955,4.852255063
Australia,AUS,Stomach cancer,5.110565972,39.74965
Australia,AUS,Stroke,40.98444747,224.311244
Australia,AUS,Sudden infant death syndrome,0.174873758,0.415949106
Australia,AUS,Syphilis,0.010578883,0.796563711
Australia,AUS,Testicular cancer,0.118554894,0.474723326
Australia,AUS,Tetanus,0.005188766,1.011867044
Australia,AUS,Thalassaemias,0.001330422,0.213552
Australia,AUS,Thyroid cancer,0.64754184,1.63020353
Australia,AUS,"Trachea, bronchus, lung cancers",34.78169611,68.04376343
Australia,AUS,Trachoma,0,0
Australia,AUS,Trichomoniasis,0,0
Australia,AUS,Trichuriasis,0,0
Australia,AUS,Tuberculosis,0.200863394,33.28549408
Australia,AUS,Uncorrected refractive errors,0,0.000955946
Australia,AUS,Upper respiratory infections,0.059513955,0.190335789
Australia,AUS,Urolithiasis,0,0.969583821
Australia,AUS,Vitamin A deficiency,0,0.000285464
Australia,AUS,Whooping cough,0.005911539,0.810659157
Australia,AUS,Yellow fever,0,0.001927205
Belgium,BEL,Acute hepatitis A,0.111853396,1.639222864
Belgium,BEL,Acute hepatitis B,0.146386314,1.122784026
Belgium,BEL,Acute hepatitis C,0.46120562,4.040365529
Belgium,BEL,Acute hepatitis E,0.000976487,0.062235455
Belgium,BEL,African trypanosomiasis,0,0
Belgium,BEL,Alcohol use disorders,4.335425431,19.18308954
Belgium,BEL,Alzheimer disease and other dementias,81.59468955,145.3140144
Belgium,BEL,Anxiety disorders,0.010590081,0.09880832
Belgium,BEL,Appendicitis,0.145171494,0.816449634
Belgium,BEL,Ascariasis,0,0.002125788
Belgium,BEL,Asthma,1.105991086,14.35347034
Belgium,BEL,Autism and Asperger syndrome,0,0
Belgium,BEL,Back and neck pain,0.634071418,1.03728869
Belgium,BEL,Benign prostatic hyperplasia,0.172294058,0.698088208
Belgium,BEL,Bipolar disorder,0.105952133,0.311177034
Belgium,BEL,Bladder cancer,9.347596012,12.40936062
Belgium,BEL,Brain and nervous system cancers,6.558943365,9.417595403
Belgium,BEL,Breast cancer,22.40825325,23.84548952
Belgium,BEL,"Cardiomyopathy, myocarditis, endocarditis",9.188691714,37.05862761
Belgium,BEL,Cataracts,0,0.00732221
Belgium,BEL,Cervix uteri cancer,2.102920613,7.338243664
Belgium,BEL,Chagas disease,0,2.383743573
Belgium,BEL,Childhood behavioural disorders,0,0
Belgium,BEL,Chlamydia,0,0.023923492
Belgium,BEL,Chronic obstructive pulmonary disease,55.78363551,67.18036343
Belgium,BEL,Cirrhosis of the liver,12.41951832,33.09986028
Belgium,BEL,Collective violence and legal intervention,0,1.019280727
Belgium,BEL,Colon and rectum cancers,28.8501635,45.19724642
Belgium,BEL,Congenital anomalies,2.438323113,8.206838102
Belgium,BEL,Corpus uteri cancer,3.325379585,5.700744744
Belgium,BEL,Cysticercosis,0,0.439060589
Belgium,BEL,Dengue,0,2.940242034
Belgium,BEL,Depressive disorders,0,0
Belgium,BEL,Diabetes mellitus,11.00209943,67.49968832
Belgium,BEL,Diarrhoeal diseases,3.615501183,49.06531406
Belgium,BEL,Diphtheria,0,0.002799253
Belgium,BEL,Drowning,0.687011408,6.632769925
Belgium,BEL,Drug use disorders,2.493696954,22.62752694
Belgium,BEL,Eating disorders,0,0.006330855
Belgium,BEL,Echinococcosis,0,0.208439794
Belgium,BEL,Encephalitis,0.010466677,3.512892043
Belgium,BEL,Epilepsy,3.00816799,3.696748731
Belgium,BEL,Exposure to mechanical forces,0.421064367,4.659577821
Belgium,BEL,Falls,15.21693728,24.16802
Belgium,BEL,"Fire, heat and hot substances",0.651573341,4.377734097
Belgium,BEL,Food-bourne trematodes,0,0
Belgium,BEL,Gallbladder and biliary diseases,3.395994827,6.079708372
Belgium,BEL,Gallbladder and biliary tract cancer,1.568092201,16.49800858
Belgium,BEL,Gastritis and duodenitis,0.103897888,1.203492828
Belgium,BEL,Genital herpes,0,0
Belgium,BEL,Glaucoma,0.003891163,0.026544346
Belgium,BEL,Gonorrhoea,0,0.076992478
Belgium,BEL,Gout,0.054990491,0.124610649
Belgium,BEL,Gynecological diseases,0,0.266128694
Belgium,BEL,HIV/AIDS,0.315454958,19.99594145
Belgium,BEL,Hookworm disease,0,0
Belgium,BEL,Hypertensive heart disease,6.415696168,49.420361
Belgium,BEL,Idiopathic intellectual disability,0.276760272,0.576033465
Belgium,BEL,Infertility,0,0
Belgium,BEL,Inflammatory bowel disease,1.25256749,1.25256749
Belgium,BEL,Interpersonal violence,1.294977124,32.58909698
Belgium,BEL,Iodine deficiency,0,0.014237872
Belgium,BEL,Iron-deficiency anaemia,1.724287354,2.757924944
Belgium,BEL,Ischaemic heart disease,132.4210596,385.755838
Belgium,BEL,Kidney cancer,6.181232517,8.667956684
Belgium,BEL,Kidney diseases,25.57696949,38.51489827
Belgium,BEL,Larynx cancer,1.851866054,4.834506081
Belgium,BEL,Leishmaniasis,0,0.20555905
Belgium,BEL,Leprosy,0,0.072004938
Belgium,BEL,Leukaemia,10.39494709,11.45276744
Belgium,BEL,Liver cancer,8.461991108,34.30330752
Belgium,BEL,Lower respiratory infections,49.19682139,85.05912474
Belgium,BEL,Lymphatic filariasis,0,0.000285464
Belgium,BEL,"Lymphomas, multiple myeloma",13.44717488,15.97230104
Belgium,BEL,Macular degeneration,0,0
Belgium,BEL,Malaria,0,0.569457836
Belgium,BEL,Maternal conditions,0.056358196,2.293616954
Belgium,BEL,Measles,0,0.870560149
Belgium,BEL,Melanoma and other skin cancers,4.530304872,9.201249072
Belgium,BEL,Meningitis,0.248822011,2.439126385
Belgium,BEL,Mesothelioma,2.430453685,4.128487544
Belgium,BEL,Migraine,0,0.013388843
Belgium,BEL,Mouth and oropharynx cancers,5.850316457,9.817201835
Belgium,BEL,Multiple sclerosis,1.277972275,2.74928565
Belgium,BEL,Natural disasters,0,0.234049368
Belgium,BEL,Neonatal conditions,1.526140608,31.77244941
Belgium,BEL,Non-migraine headache,0,0
Belgium,BEL,Oesophagus cancer,7.787422957,16.83952307
Belgium,BEL,Onchocerciasis,0,0
Belgium,BEL,Oral conditions,0.164198074,0.176288737
Belgium,BEL,Osteoarthritis,0.504639058,1.97226337
Belgium,BEL,Other hearing loss,0,0.01766805
Belgium,BEL,Other vision loss,0,0
Belgium,BEL,Otitis media,0.017356464,0.0647961
Belgium,BEL,Ovary cancer,5.658059899,7.735641458
Belgium,BEL,Pancreas cancer,15.68792701,29.18270486
Belgium,BEL,Pancreatitis,1.518763254,7.795042967
Belgium,BEL,Paralytic ileus and intestinal obstruction,4.156464676,6.023236866
Belgium,BEL,Parkinson disease,11.94350375,15.07710863
Belgium,BEL,Peptic ulcer disease,1.842891275,8.158372951
Belgium,BEL,Poisonings,0.363082965,3.821531654
Belgium,BEL,Prostate cancer,15.81437864,26.12583342
Belgium,BEL,Protein-energy malnutrition,2.521089022,7.3804624
Belgium,BEL,Rabies,0,0.989662475
Belgium,BEL,Rheumatic heart disease,2.547602304,9.216484452
Belgium,BEL,Rheumatoid arthritis,0.630746761,2.061822582
Belgium,BEL,Road injury,5.770924688,35.94117134
Belgium,BEL,Schistosomiasis,0,0.271802269
Belgium,BEL,Schizophrenia,0.346515126,1.110632972
Belgium,BEL,Self-harm,18.29518719,28.57379107
Belgium,BEL,Sickle cell disorders and trait,0.000543325,0.714383063
Belgium,BEL,Skin diseases,3.292646304,4.852255063
Belgium,BEL,Stomach cancer,7.476764068,39.74965
Belgium,BEL,Stroke,64.19300828,224.311244
Belgium,BEL,Sudden infant death syndrome,0.146771935,0.415949106
Belgium,BEL,Syphilis,0,0.796563711
Belgium,BEL,Testicular cancer,0.105703089,0.474723326
Belgium,BEL,Tetanus,0,1.011867044
Belgium,BEL,Thalassaemias,0.002673969,0.213552
Belgium,BEL,Thyroid cancer,0.718139534,1.63020353
Belgium,BEL,"Trachea, bronchus, lung cancers",58.72834938,68.04376343
Belgium,BEL,Trachoma,0,0
Belgium,BEL,Trichomoniasis,0,0
Belgium,BEL,Trichuriasis,0,0
Belgium,BEL,Tuberculosis,0.396976964,33.28549408
Belgium,BEL,Uncorrected refractive errors,0,0.000955946
Belgium,BEL,Upper respiratory infections,0.188423379,0.190335789
Belgium,BEL,Urolithiasis,0,0.969583821
Belgium,BEL,Vitamin A deficiency,0,0.000285464
Belgium,BEL,Whooping cough,0.006765317,0.810659157
Belgium,BEL,Yellow fever,0,0.001927205
Brazil,BRA,Acute hepatitis A,0.413819222,1.639222864
Brazil,BRA,Acute hepatitis B,0.365929002,1.122784026
Brazil,BRA,Acute hepatitis C,0.919550467,4.040365529
Brazil,BRA,Acute hepatitis E,0.018534973,0.062235455
Brazil,BRA,African trypanosomiasis,0,0
Brazil,BRA,Alcohol use disorders,3.37326312,19.18308954
Brazil,BRA,Alzheimer disease and other dementias,14.54783524,145.3140144
Brazil,BRA,Anxiety disorders,0.003598263,0.09880832
Brazil,BRA,Appendicitis,0.502305266,0.816449634
Brazil,BRA,Ascariasis,0,0.002125788
Brazil,BRA,Asthma,1.224239576,14.35347034
Brazil,BRA,Autism and Asperger syndrome,0,0
Brazil,BRA,Back and neck pain,0.120590417,1.03728869
Brazil,BRA,Benign prostatic hyperplasia,0.515726225,0.698088208
Brazil,BRA,Bipolar disorder,0.017434659,0.311177034
Brazil,BRA,Bladder cancer,2.50820971,12.40936062
Brazil,BRA,Brain and nervous system cancers,5.277043892,9.417595403
Brazil,BRA,Breast cancer,9.832572403,23.84548952
Brazil,BRA,"Cardiomyopathy, myocarditis, endocarditis",8.300026457,37.05862761
Brazil,BRA,Cataracts,0,0.00732221
Brazil,BRA,Cervix uteri cancer,4.51160446,7.338243664
Brazil,BRA,Chagas disease,2.383743573,2.383743573
Brazil,BRA,Childhood behavioural disorders,0,0
Brazil,BRA,Chlamydia,0.001506175,0.023923492
Brazil,BRA,Chronic obstructive pulmonary disease,28.13386897,67.18036343
Brazil,BRA,Cirrhosis of the liver,10.14671741,33.09986028
Brazil,BRA,Collective violence and legal intervention,0.505206123,1.019280727
Brazil,BRA,Colon and rectum cancers,10.97257115,45.19724642
Brazil,BRA,Congenital anomalies,5.850234987,8.206838102
Brazil,BRA,Corpus uteri cancer,1.316809587,5.700744744
Brazil,BRA,Cysticercosis,0.439060589,0.439060589
Brazil,BRA,Dengue,0.006164429,2.940242034
Brazil,BRA,Depressive disorders,0,0
Brazil,BRA,Diabetes mellitus,28.24040675,67.49968832
Brazil,BRA,Diarrhoeal diseases,2.681550283,49.06531406
Brazil,BRA,Diphtheria,0.000916121,0.002799253
Brazil,BRA,Drowning,2.339943553,6.632769925
Brazil,BRA,Drug use disorders,1.168964928,22.62752694
Brazil,BRA,Eating disorders,0,0.006330855
Brazil,BRA,Echinococcosis,0.022855436,0.208439794
Brazil,BRA,Encephalitis,0.032491789,3.512892043
Brazil,BRA,Epilepsy,1.539988604,3.696748731
Brazil,BRA,Exposure to mechanical forces,0.631895998,4.659577821
Brazil,BRA,Falls,8.92113644,24.16802
Brazil,BRA,"Fire, heat and hot substances",0.488037342,4.377734097
Brazil,BRA,Food-bourne trematodes,0,0
Brazil,BRA,Gallbladder and biliary diseases,3.010391807,6.079708372
Brazil,BRA,Gallbladder and biliary tract cancer,2.123067744,16.49800858
Brazil,BRA,Gastritis and duodenitis,0.26995846,1.203492828
Brazil,BRA,Genital herpes,0,0
Brazil,BRA,Glaucoma,0,0.026544346
Brazil,BRA,Gonorrhoea,0.002319431,0.076992478
Brazil,BRA,Gout,0.018065868,0.124610649
Brazil,BRA,Gynecological diseases,0,0.266128694
Brazil,BRA,HIV/AIDS,5.954154865,19.99594145
Brazil,BRA,Hookworm disease,0,0
Brazil,BRA,Hypertensive heart disease,13.64791474,49.420361
Brazil,BRA,Idiopathic intellectual disability,0.056444452,0.576033465
Brazil,BRA,Infertility,0,0
Brazil,BRA,Inflammatory bowel disease,0.423054044,1.25256749
Brazil,BRA,Interpersonal violence,32.58909698,32.58909698
Brazil,BRA,Iodine deficiency,0.004421494,0.014237872
Brazil,BRA,Iron-deficiency anaemia,1.134097929,2.757924944
Brazil,BRA,Ischaemic heart disease,78.54425197,385.755838
Brazil,BRA,Kidney cancer,2.103701489,8.667956684
Brazil,BRA,Kidney diseases,17.85964945,38.51489827
Brazil,BRA,Larynx cancer,2.585257892,4.834506081
Brazil,BRA,Leishmaniasis,0.20555905,0.20555905
Brazil,BRA,Leprosy,0.072004938,0.072004938
Brazil,BRA,Leukaemia,4.033361138,11.45276744
Brazil,BRA,Liver cancer,5.452770986,34.30330752
Brazil,BRA,Lower respiratory infections,44.86896958,85.05912474
Brazil,BRA,Lymphatic filariasis,0.000285464,0.000285464
Brazil,BRA,"Lymphomas, multiple myeloma",4.913915145,15.97230104
Brazil,BRA,Macular degeneration,0,0
Brazil,BRA,Malaria,0.010705461,0.569457836
Brazil,BRA,Maternal conditions,0.717874076,2.293616954
Brazil,BRA,Measles,0.000705901,0.870560149
Brazil,BRA,Melanoma and other skin cancers,2.3846658,9.201249072
Brazil,BRA,Meningitis,0.641598104,2.439126385
Brazil,BRA,Mesothelioma,0.064942647,4.128487544
Brazil,BRA,Migraine,0,0.013388843
Brazil,BRA,Mouth and oropharynx cancers,4.7182333,9.817201835
Brazil,BRA,Multiple sclerosis,0.170973451,2.74928565
Brazil,BRA,Natural disasters,0,0.234049368
Brazil,BRA,Neonatal conditions,9.077818005,31.77244941
Brazil,BRA,Non-migraine headache,0,0
Brazil,BRA,Oesophagus cancer,4.959552664,16.83952307
Brazil,BRA,Onchocerciasis,0,0
Brazil,BRA,Oral conditions,0.018990668,0.176288737
Brazil,BRA,Osteoarthritis,0.149377331,1.97226337
Brazil,BRA,Other hearing loss,0.000285464,0.01766805
Brazil,BRA,Other vision loss,0,0
Brazil,BRA,Otitis media,0.026547858,0.0647961
Brazil,BRA,Ovary cancer,2.065103191,7.735641458
Brazil,BRA,Pancreas cancer,5.682694696,29.18270486
Brazil,BRA,Pancreatitis,2.247795875,7.795042967
Brazil,BRA,Paralytic ileus and intestinal obstruction,2.71908268,6.023236866
Brazil,BRA,Parkinson disease,2.258968991,15.07710863
Brazil,BRA,Peptic ulcer disease,2.009005131,8.158372951
Brazil,BRA,Poisonings,0.154425898,3.821531654
Brazil,BRA,Prostate cancer,9.006038927,26.12583342
Brazil,BRA,Protein-energy malnutrition,3.169975099,7.3804624
Brazil,BRA,Rabies,0,0.989662475
Brazil,BRA,Rheumatic heart disease,1.034545413,9.216484452
Brazil,BRA,Rheumatoid arthritis,0.272209307,2.061822582
Brazil,BRA,Road injury,16.03915052,35.94117134
Brazil,BRA,Schistosomiasis,0.271802269,0.271802269
Brazil,BRA,Schizophrenia,0.308901834,1.110632972
Brazil,BRA,Self-harm,6.887856184,28.57379107
Brazil,BRA,Sickle cell disorders and trait,0.2756197,0.714383063
Brazil,BRA,Skin diseases,3.39922556,4.852255063
Brazil,BRA,Stomach cancer,8.527164577,39.74965
Brazil,BRA,Stroke,58.38262675,224.311244
Brazil,BRA,Sudden infant death syndrome,0.108258357,0.415949106
Brazil,BRA,Syphilis,0.100240675,0.796563711
Brazil,BRA,Testicular cancer,0.226636223,0.474723326
Brazil,BRA,Tetanus,0.036437388,1.011867044
Brazil,BRA,Thalassaemias,0.011044747,0.213552
Brazil,BRA,Thyroid cancer,0.467402528,1.63020353
Brazil,BRA,"Trachea, bronchus, lung cancers",14.99729978,68.04376343
Brazil,BRA,Trachoma,0,0
Brazil,BRA,Trichomoniasis,0,0
Brazil,BRA,Trichuriasis,0,0
Brazil,BRA,Tuberculosis,2.327201675,33.28549408
Brazil,BRA,Uncorrected refractive errors,0,0.000955946
Brazil,BRA,Upper respiratory infections,0.115958649,0.190335789
Brazil,BRA,Urolithiasis,0,0.969583821
Brazil,BRA,Vitamin A deficiency,0.000285464,0.000285464
Brazil,BRA,Whooping cough,0.013800766,0.810659157
Brazil,BRA,Yellow fever,0.001927205,0.001927205
Canada,CAN,Acute hepatitis A,0.028367446,1.639222864
Canada,CAN,Acute hepatitis B,0.169936723,1.122784026
Canada,CAN,Acute hepatitis C,0.970550026,4.040365529
Canada,CAN,Acute hepatitis E,0,0.062235455
Canada,CAN,African trypanosomiasis,0,0
Canada,CAN,Alcohol use disorders,3.978834236,19.18308954
Canada,CAN,Alzheimer disease and other dementias,82.78207962,145.3140144
Canada,CAN,Anxiety disorders,0.002728927,0.09880832
Canada,CAN,Appendicitis,0.13153789,0.816449634
Canada,CAN,Ascariasis,0,0.002125788
Canada,CAN,Asthma,0.708003603,14.35347034
Canada,CAN,Autism and Asperger syndrome,0,0
Canada,CAN,Back and neck pain,0.33836125,1.03728869
Canada,CAN,Benign prostatic hyperplasia,0.381576576,0.698088208
Canada,CAN,Bipolar disorder,0.092992354,0.311177034
Canada,CAN,Bladder cancer,6.740799579,12.40936062
Canada,CAN,Brain and nervous system cancers,6.563969313,9.417595403
Canada,CAN,Breast cancer,15.79129917,23.84548952
Canada,CAN,"Cardiomyopathy, myocarditis, endocarditis",5.512517244,37.05862761
Canada,CAN,Cataracts,0.001436704,0.00732221
Canada,CAN,Cervix uteri cancer,1.542531891,7.338243664
Canada,CAN,Chagas disease,0,2.383743573
Canada,CAN,Childhood behavioural disorders,0,0
Canada,CAN,Chlamydia,0,0.023923492
Canada,CAN,Chronic obstructive pulmonary disease,37.98442291,67.18036343
Canada,CAN,Cirrhosis of the liver,9.693072245,33.09986028
Canada,CAN,Collective violence and legal intervention,0.046957155,1.019280727
Canada,CAN,Colon and rectum cancers,25.80194965,45.19724642
Canada,CAN,Congenital anomalies,2.886033015,8.206838102
Canada,CAN,Corpus uteri cancer,3.15580684,5.700744744
Canada,CAN,Cysticercosis,0,0.439060589
Canada,CAN,Dengue,0,2.940242034
Canada,CAN,Depressive disorders,0,0
Canada,CAN,Diabetes mellitus,15.28238768,67.49968832
Canada,CAN,Diarrhoeal diseases,2.237493119,49.06531406
Canada,CAN,Diphtheria,0,0.002799253
Canada,CAN,Drowning,0.753542265,6.632769925
Canada,CAN,Drug use disorders,9.850519344,22.62752694
Canada,CAN,Eating disorders,0,0.006330855
Canada,CAN,Echinococcosis,0.001436704,0.208439794
Canada,CAN,Encephalitis,0.007410137,3.512892043
Canada,CAN,Epilepsy,1.030915584,3.696748731
Canada,CAN,Exposure to mechanical forces,0.58321208,4.659577821
Canada,CAN,Falls,12.90824704,24.16802
Canada,CAN,"Fire, heat and hot substances",0.515381308,4.377734097
Canada,CAN,Food-bourne trematodes,0,0
Canada,CAN,Gallbladder and biliary diseases,2.078418811,6.079708372
Canada,CAN,Gallbladder and biliary tract cancer,1.646130062,16.49800858
Canada,CAN,Gastritis and duodenitis,0.140098254,1.203492828
Canada,CAN,Genital herpes,0,0
Canada,CAN,Glaucoma,0.002253495,0.026544346
Canada,CAN,Gonorrhoea,0,0.076992478
Canada,CAN,Gout,0.056458789,0.124610649
Canada,CAN,Gynecological diseases,0,0.266128694
Canada,CAN,HIV/AIDS,0.436208087,19.99594145
Canada,CAN,Hookworm disease,0,0
Canada,CAN,Hypertensive heart disease,6.841054677,49.420361
Canada,CAN,Idiopathic intellectual disability,0.144023737,0.576033465
Canada,CAN,Infertility,0,0
Canada,CAN,Inflammatory bowel disease,0.531010193,1.25256749
Canada,CAN,Interpersonal violence,1.611930519,32.58909698
Canada,CAN,Iodine deficiency,0,0.014237872
Canada,CAN,Iron-deficiency anaemia,0.911789034,2.757924944
Canada,CAN,Ischaemic heart disease,107.0890604,385.755838
Canada,CAN,Kidney cancer,5.485510758,8.667956684
Canada,CAN,Kidney diseases,12.23863059,38.51489827
Canada,CAN,Larynx cancer,1.201241326,4.834506081
Canada,CAN,Leishmaniasis,0,0.20555905
Canada,CAN,Leprosy,0,0.072004938
Canada,CAN,Leukaemia,8.279933898,11.45276744
Canada,CAN,Liver cancer,8.321269143,34.30330752
Canada,CAN,Lower respiratory infections,19.87361684,85.05912474
Canada,CAN,Lymphatic filariasis,0,0.000285464
Canada,CAN,"Lymphomas, multiple myeloma",13.75080626,15.97230104
Canada,CAN,Macular degeneration,0,0
Canada,CAN,Malaria,0,0.569457836
Canada,CAN,Maternal conditions,0.121388821,2.293616954
Canada,CAN,Measles,0,0.870560149
Canada,CAN,Melanoma and other skin cancers,4.688205973,9.201249072
Canada,CAN,Meningitis,0.175932633,2.439126385
Canada,CAN,Mesothelioma,1.525811909,4.128487544
Canada,CAN,Migraine,0.001436704,0.013388843
Canada,CAN,Mouth and oropharynx cancers,4.256256918,9.817201835
Canada,CAN,Multiple sclerosis,1.845528582,2.74928565
Canada,CAN,Natural disasters,0,0.234049368
Canada,CAN,Neonatal conditions,2.893058674,31.77244941
Canada,CAN,Non-migraine headache,0,0
Canada,CAN,Oesophagus cancer,5.953555611,16.83952307
Canada,CAN,Onchocerciasis,0,0
Canada,CAN,Oral conditions,0.134589345,0.176288737
Canada,CAN,Osteoarthritis,0.367557818,1.97226337
Canada,CAN,Other hearing loss,0.001436704,0.01766805
Canada,CAN,Other vision loss,0,0
Canada,CAN,Otitis media,0.012106849,0.0647961
Canada,CAN,Ovary cancer,5.08045893,7.735641458
Canada,CAN,Pancreas cancer,13.51794079,29.18270486
Canada,CAN,Pancreatitis,1.34730545,7.795042967
Canada,CAN,Paralytic ileus and intestinal obstruction,3.145740054,6.023236866
Canada,CAN,Parkinson disease,8.979300377,15.07710863
Canada,CAN,Peptic ulcer disease,1.183003872,8.158372951
